person1,person2,relationship,family
Q870924,Q1370295,parent - child,1553
Q5354208,Q1370400,parent - child,1885
Q295267,Q1370400,parent - child,1885
Q956126,Q1371097,parent - child,1725
Q434501,Q1371134,parent - child,3940
Q613191,Q1371438,parent - child,1827
Q307352,Q1371476,parent - child,4270
Q5371504,Q1371690,parent - child,3513
Q1451167,Q1371822,parent - child,5815
Q1159187,Q1409014,parent - child,3772
Q69098,Q1411890,parent - child,3679
Q94952551,Q1412970,parent - child,1764
Q6252167,Q1417651,parent - child,3754
Q1515721,Q1417651,parent - child,3754
Q470027,Q1420733,parent - child,177
Q74741,Q1443846,parent - child,3343
Q213550,Q1445246,parent - child,967
Q2124740,Q1445246,parent - child,967
Q12017034,Q1445571,parent - child,2551
Q958158,Q1445691,parent - child,3733
Q104741,Q1446020,parent - child,4931
Q44620,Q1446919,parent - child,1854
Q1896920,Q1446919,parent - child,1854
Q6780517,Q1389746,parent - child,311
Q12220144,Q1391107,parent - child,4832
Q605443,Q1391548,parent - child,4672
Q2460037,Q1391776,parent - child,6154
Q444,Q1392390,parent - child,5134
Q468844,Q1392390,parent - child,5134
Q3776568,Q1393165,parent - child,2217
Q3129983,Q1393770,parent - child,2659
Q2836351,Q1393770,parent - child,2659
Q2849121,Q1394373,parent - child,5120
Q3619074,Q1394411,parent - child,2839
Q3565555,Q1394456,parent - child,5019
Q3273768,Q1466493,parent - child,4577
Q1468300,Q1468289,parent - child,2329
Q930013,Q1468375,parent - child,1441
Q563765,Q1468375,parent - child,1441
Q91557,Q1470228,parent - child,3122
Q1470874,Q1470875,parent - child,3894
Q772642,Q1471482,parent - child,1828
Q428644,Q1473645,parent - child,2724
Q88565,Q1477320,parent - child,1376
Q106831396,Q1373386,parent - child,3606
Q83233,Q1374493,parent - child,2670
Q359996,Q1374499,parent - child,2236
Q365144,Q1375057,parent - child,38
Q1138235,Q1375057,parent - child,38
Q23505,Q1375345,parent - child,680
Q4100648,Q1375345,grandparent - child,680
Q190628,Q1375345,parent - child,680
Q888081,Q1375412,parent - child,3560
Q25982,Q1375717,parent - child,6080
Q42747,Q1376872,parent - child,3194
Q467601,Q1377608,parent - child,5363
Q110111,Q1377810,parent - child,921
Q2438416,Q1439741,parent - child,4846
Q186692,Q1442367,parent - child,50
Q20742876,Q1420990,parent - child,5244
Q5339724,Q1424740,parent - child,4586
Q1004037,Q1429306,parent - child,697
Q102139,Q1429306,grandparent - child,697
Q1389258,Q1429306,grandparent - child,697
Q208615,Q1429306,parent - child,697
Q11106090,Q1429306,grandparent - child,697
Q76625,Q1429714,parent - child,3090
Q968543,Q1429720,parent - child,662
Q87571,Q1429809,parent - child,1144
Q301646,Q1433029,parent - child,2829
Q2572319,Q1433770,parent - child,2255
Q993405,Q1439643,parent - child,2570
Q367770,Q1440222,parent - child,5545
Q62414,Q1450076,parent - child,1205
Q1729856,Q1450117,parent - child,5211
Q317460,Q1453398,parent - child,763
Q2564290,Q1455139,parent - child,5125
Q957342,Q1455793,parent - child,4475
Q75893,Q1457124,parent - child,3046
Q5990316,Q1395748,parent - child,5794
Q732153,Q1395864,parent - child,5983
Q471751,Q1396120,parent - child,5173
Q517438,Q1396213,parent - child,2855
Q17447292,Q1396509,parent - child,4146
Q19741977,Q1396536,parent - child,277
Q6994709,Q1397411,parent - child,2413
Q6855753,Q1397411,parent - child,2413
Q512413,Q1397897,parent - child,3925
Q3909923,Q1397997,parent - child,1285
Q379616,Q1398124,parent - child,2828
Q4138280,Q1398124,parent - child,2828
Q152437,Q1398697,parent - child,2240
Q253285,Q1509818,parent - child,5691
Q99887,Q1510760,parent - child,882
Q1691517,Q1513668,parent - child,4947
Q66370,Q1514500,parent - child,2457
Q78388,Q1515457,parent - child,3500
Q76876,Q1515457,parent - child,3500
Q2793429,Q1516273,parent - child,4502
Q324401,Q1522092,parent - child,401
Q253961,Q1523607,parent - child,620
Q327828,Q1524627,parent - child,2273
Q235289,Q1524627,parent - child,2273
Q712878,Q1459321,parent - child,2576
Q1460528,Q1460530,parent - child,3112
Q604207,Q1460812,parent - child,5863
Q219075,Q1462057,parent - child,760
Q1295897,Q1462057,parent - child,760
Q1060355,Q1475536,parent - child,208
Q235168,Q1475536,grandparent - child,208
Q3622509,Q1475536,parent - child,208
Q123798,Q1478418,parent - child,4393
Q323304,Q1481457,parent - child,3777
Q936538,Q1483971,parent - child,1670
Q99276,Q1489144,parent - child,2185
Q90315,Q1490321,parent - child,657
Q457786,Q1491004,parent - child,2504
Q24049267,Q1491004,parent - child,2504
Q57372,Q1492523,parent - child,57
Q941553,Q1599621,parent - child,4822
Q458455,Q1553925,parent - child,5803
Q356795,Q1554211,parent - child,4514
Q12407961,Q1555182,parent - child,1998
Q1885893,Q1555314,parent - child,1596
Q2295962,Q1556074,parent - child,1196
Q530870,Q1556074,parent - child,1196
Q337054,Q1556278,parent - child,802
Q1340621,Q1556790,parent - child,3397
Q515632,Q1557465,parent - child,5875
Q358173,Q1557755,parent - child,5034
Q1937662,Q1557756,parent - child,3677
Q240575,Q1532902,parent - child,43
Q2465271,Q1532902,grandparent - child,43
Q146906,Q1532902,parent - child,43
Q4116074,Q1532902,grandparent - child,43
Q294365,Q1532902,grandparent - child,43
Q1005959,Q1534937,parent - child,75
Q75808,Q1539095,parent - child,323
Q309989,Q1539586,parent - child,3885
Q809080,Q1541117,parent - child,5484
Q5585981,Q1601877,parent - child,5341
Q1510399,Q1602265,parent - child,3390
Q105799221,Q1604407,parent - child,379
Q788060,Q1605577,parent - child,4068
Q12035846,Q1606856,parent - child,2000
Q110113477,Q1607199,parent - child,3064
Q55825762,Q1607199,parent - child,3064
Q4206184,Q1494826,parent - child,4587
Q2191695,Q1494832,parent - child,5139
Q12728386,Q1500025,parent - child,5661
Q11646767,Q1502275,parent - child,3312
Q77960,Q1503424,parent - child,953
Q2567,Q1503424,parent - child,953
Q1161848,Q1567160,parent - child,4311
Q1288162,Q1567160,parent - child,4311
Q235992,Q1567582,parent - child,5733
Q1528125,Q1568145,parent - child,327
Q2645901,Q1569758,parent - child,536
Q1385664,Q1571059,parent - child,5425
Q167846,Q1573260,parent - child,826
Q67950,Q1578075,parent - child,4582
Q337169,Q1580480,parent - child,2105
Q3028610,Q1507223,parent - child,6232
Q2333006,Q1507610,parent - child,5785
Q3641304,Q1626464,parent - child,5304
Q7809935,Q1626808,parent - child,5891
Q538411,Q1626864,parent - child,1080
Q261284,Q1626864,parent - child,1080
Q2468239,Q1628106,parent - child,2209
Q3064473,Q1634222,parent - child,4317
Q727090,Q1635556,parent - child,5566
Q1644646,Q1545284,parent - child,3226
Q104372,Q1545284,parent - child,3226
Q1280960,Q1545687,parent - child,3217
Q44781,Q1545784,parent - child,5838
Q1201395,Q1545784,grandparent - child,5838
Q936987,Q1546566,parent - child,4814
Q1004037,Q1640126,parent - child,697
Q102139,Q1640126,grandparent - child,697
Q1389258,Q1640126,grandparent - child,697
Q208615,Q1640126,parent - child,697
Q11106090,Q1640126,grandparent - child,697
Q739540,Q1640809,parent - child,4943
Q2066644,Q1645115,parent - child,3152
Q125498,Q1646979,parent - child,3452
Q15988,Q1653603,parent - child,87
Q160984,Q1653603,parent - child,87
Q12973,Q1653603,grandparent - child,87
Q230238,Q1653603,grandparent - child,87
Q11748740,Q1579220,parent - child,4057
Q1438108,Q1582147,parent - child,4027
Q566635,Q1582196,parent - child,2049
Q1512057,Q1582196,grandparent - child,2049
Q6962436,Q1583552,parent - child,2919
Q808685,Q1583552,grandparent - child,2919
Q208497,Q1583552,parent - child,2919
Q273739,Q1583552,grandparent - child,2919
Q3711224,Q1583552,grandparent - child,2919
Q1585515,Q1585518,parent - child,6226
Q505946,Q1586454,parent - child,3705
Q13816180,Q1594157,parent - child,3025
Q7508190,Q1595620,parent - child,1011
Q70066,Q1675412,parent - child,4149
Q4062642,Q1676747,parent - child,3176
Q4255219,Q1676747,parent - child,3176
Q259986,Q1677271,parent - child,3899
Q963593,Q1677271,parent - child,3899
Q660745,Q1677559,parent - child,1739
Q427503,Q1678102,parent - child,300
Q3100348,Q1678102,parent - child,300
Q240872,Q1678831,parent - child,1027
Q77497,Q1679088,parent - child,1381
Q369451,Q1679985,parent - child,4161
Q383420,Q1609167,parent - child,3187
Q106418,Q1609167,parent - child,3187
Q251846,Q1610208,parent - child,1320
Q5348683,Q1613144,parent - child,5343
Q719588,Q1614313,parent - child,1246
Q11686092,Q1616055,parent - child,435
Q5683858,Q1620090,parent - child,5161
Q57313,Q1624159,parent - child,1404
Q1604450,Q1695239,parent - child,3676
Q89175,Q1696106,parent - child,2031
Q2150515,Q1696115,parent - child,5127
Q90372,Q1696968,parent - child,4364
Q1420766,Q1698775,parent - child,3065
Q887489,Q1699908,parent - child,5345
Q95904,Q1735831,parent - child,2288
Q1870895,Q1735939,parent - child,3024
Q1271849,Q1736008,parent - child,88
Q1755401,Q1736008,parent - child,88
Q1302365,Q1736008,grandparent - child,88
Q1189486,Q1736803,parent - child,1636
Q280229,Q1736803,parent - child,1636
Q745045,Q1737543,parent - child,1768
Q708445,Q1738838,parent - child,3762
Q568998,Q1740138,parent - child,4186
Q173092,Q1740212,parent - child,3813
Q333145,Q1654013,parent - child,2912
Q15988,Q1657677,parent - child,87
Q160984,Q1657677,parent - child,87
Q12973,Q1657677,grandparent - child,87
Q230238,Q1657677,grandparent - child,87
Q80399,Q1659008,parent - child,4069
Q162389,Q1660236,parent - child,499
Q66408,Q1660236,parent - child,499
Q188720,Q1660767,parent - child,2128
Q106365,Q1661394,parent - child,4411
Q89199,Q1666720,parent - child,5968
Q538609,Q1667920,parent - child,4169
Q448619,Q1667920,parent - child,4169
Q63346170,Q1672657,parent - child,5895
Q18334945,Q1673535,parent - child,2544
Q93075,Q1673541,parent - child,1595
Q19689221,Q1673541,grandparent - child,1595
Q1712106,Q1673541,parent - child,1595
Q962660,Q1681266,parent - child,2789
Q51137,Q1681970,parent - child,1287
Q3476129,Q1683919,parent - child,5277
Q487043,Q1683946,parent - child,1197
Q1096611,Q1684746,parent - child,3821
Q3290990,Q1684746,parent - child,3821
Q16260976,Q1684801,parent - child,5925
Q1755401,Q1702949,parent - child,88
Q1302365,Q1702949,grandparent - child,88
Q1681292,Q1705036,parent - child,4965
Q1386420,Q1707784,parent - child,1997
Q25310,Q1707784,grandparent - child,1997
Q258661,Q1707784,grandparent - child,1997
Q111323,Q1699982,parent - child,3437
Q1733818,Q1700270,parent - child,3294
Q1000366,Q1701445,parent - child,5561
Q437944,Q1748652,parent - child,4548
Q106791,Q1750747,parent - child,1466
Q185546,Q1750747,grandparent - child,1466
Q65619,Q1751948,parent - child,3924
Q1556611,Q1752594,parent - child,5119
Q2423576,Q1753485,parent - child,1441
Q930013,Q1753485,grandparent - child,1441
Q563765,Q1753485,grandparent - child,1441
Q1302365,Q1755401,parent - child,88
Q3125980,Q1756790,parent - child,1763
Q598416,Q1762270,parent - child,5495
Q1343032,Q1762689,parent - child,5438
Q6536238,Q1708823,parent - child,1992
Q1395367,Q1710208,parent - child,4487
Q4529848,Q1711779,parent - child,4887
Q1639368,Q1713970,parent - child,1417
Q165814,Q1714169,parent - child,199
Q144622,Q1716611,parent - child,1501
Q732202,Q1719952,parent - child,3295
Q24565915,Q1764061,parent - child,4324
Q263623,Q1765834,parent - child,171
Q57304,Q1765834,grandparent - child,171
Q154946,Q1765834,grandparent - child,171
Q537914,Q1765834,parent - child,171
Q2561913,Q1767393,parent - child,5546
Q4585120,Q1770339,parent - child,2832
Q2448917,Q1770396,parent - child,325
Q158707,Q1770472,parent - child,3477
Q9588,Q1770472,parent - child,3477
Q365144,Q1770624,parent - child,38
Q1138235,Q1770624,parent - child,38
Q355254,Q1772615,parent - child,171
Q159609,Q1772615,grandparent - child,171
Q29574,Q1772615,grandparent - child,171
Q267367,Q1772615,parent - child,171
Q2662835,Q1772615,grandparent - child,171
Q1284283,Q1685764,parent - child,4682
Q2352199,Q1686613,parent - child,5086
Q6696752,Q1686927,parent - child,5456
Q60788,Q1687068,parent - child,6240
Q71018,Q1687121,parent - child,347
Q4952902,Q1687371,parent - child,1456
Q4947569,Q1688112,parent - child,2543
Q11478550,Q1689655,parent - child,5014
Q11725708,Q1690820,parent - child,2229
Q2282034,Q1691031,parent - child,3501
Q265391,Q1691306,parent - child,1020
Q436784,Q1691306,parent - child,1020
Q5923496,Q1692026,parent - child,6079
Q672099,Q1693403,parent - child,5878
Q93965,Q1694264,parent - child,5998
Q3439837,Q1811163,parent - child,2077
Q2482756,Q1814715,parent - child,5464
Q3549916,Q1815234,parent - child,4540
Q862690,Q1816256,parent - child,4537
Q777618,Q1816395,parent - child,5576
Q15410824,Q1817719,parent - child,5976
Q2612791,Q1821050,parent - child,3250
Q460594,Q1822554,parent - child,2112
Q437710,Q1832274,parent - child,185
Q122003,Q1832274,parent - child,185
Q2014678,Q1771939,parent - child,5888
Q12010989,Q1772014,parent - child,516
Q4586402,Q1772281,parent - child,3908
Q1398806,Q1774236,parent - child,2081
Q5275011,Q1776290,parent - child,2459
Q8079193,Q1779434,parent - child,3406
Q26834166,Q1782074,parent - child,4813
Q1593388,Q1782744,parent - child,349
Q106213,Q1782744,parent - child,349
Q3087827,Q1878304,parent - child,3207
Q268821,Q1878458,parent - child,171
Q57304,Q1878458,grandparent - child,171
Q154946,Q1878458,grandparent - child,171
Q301365,Q1878458,parent - child,171
Q1396958,Q1882072,parent - child,2961
Q123857,Q1883801,parent - child,5651
Q855252,Q1884754,parent - child,2228
Q164518,Q1884754,parent - child,2228
Q16140662,Q1884754,grandparent - child,2228
Q230969,Q1886607,parent - child,2420
Q8027,Q1886607,parent - child,2420
Q1110336,Q1886607,grandparent - child,2420
Q265621,Q1891483,parent - child,3805
Q53004,Q1891483,parent - child,3805
Q5110788,Q1721796,parent - child,4091
Q11899859,Q1723071,parent - child,4400
Q6347046,Q1723754,parent - child,4946
Q499649,Q1724810,parent - child,4201
Q2439870,Q1726790,parent - child,4869
Q675396,Q1729272,parent - child,5196
Q112913843,Q1729359,parent - child,1945
Q1600963,Q1729434,parent - child,5081
Q2036667,Q1733228,parent - child,2720
Q1309502,Q1733228,grandparent - child,2720
Q91014530,Q1827863,parent - child,4501
Q2528769,Q1829452,parent - child,357
Q2660307,Q1829452,parent - child,357
Q469550,Q1835069,parent - child,553
Q4296110,Q1835069,grandparent - child,553
Q4290293,Q1835069,grandparent - child,553
Q576362,Q1835147,parent - child,6155
Q14949607,Q1840895,parent - child,5945
Q2690806,Q1840924,parent - child,5713
Q1891978,Q1841295,parent - child,3344
Q467077,Q1846075,parent - child,3763
Q2182609,Q1848888,parent - child,2787
Q57338,Q1848979,parent - child,4963
Q238774,Q1855372,parent - child,2089
Q57360,Q1855372,parent - child,2089
Q1553169,Q1789326,parent - child,2910
Q78928,Q1789326,parent - child,2910
Q525330,Q1789389,parent - child,4296
Q12880688,Q1789532,parent - child,5031
Q10320642,Q1790984,parent - child,2202
Q543809,Q1794887,parent - child,1485
Q355130,Q1795060,parent - child,4769
Q719215,Q1795060,grandparent - child,4769
Q61538,Q1796053,parent - child,5202
Q946076,Q1797462,parent - child,1956
Q4077533,Q1889743,parent - child,1664
Q26504520,Q1891914,parent - child,3133
Q165732,Q1893803,parent - child,5323
Q3623520,Q1893861,parent - child,3059
Q53034,Q1893907,parent - child,4240
Q2854498,Q1894166,parent - child,5024
Q3432247,Q1894411,parent - child,5648
Q16069759,Q1894473,parent - child,5248
Q1514500,Q1894561,parent - child,2457
Q66370,Q1894561,grandparent - child,2457
Q272711,Q1894720,parent - child,730
Q84524,Q1894727,parent - child,2129
Q328203,Q1895374,parent - child,6044
Q172388,Q1896600,parent - child,2422
Q18198028,Q1896600,parent - child,2422
Q6416655,Q1897475,parent - child,810
Q152101,Q1897583,parent - child,3387
Q1796685,Q1903800,parent - child,4458
Q534436,Q1797883,parent - child,559
Q34012,Q1797883,parent - child,559
Q817052,Q1797936,parent - child,697
Q163010,Q1797936,grandparent - child,697
Q62492,Q1797936,parent - child,697
Q6759375,Q1803720,parent - child,240
Q719691,Q1803720,parent - child,240
Q297945,Q1805162,parent - child,694
Q536393,Q1805538,parent - child,1008
Q3438297,Q1805950,parent - child,1141
Q59532568,Q1808093,parent - child,6153
Q7345585,Q1849755,parent - child,4533
Q3760549,Q1854649,parent - child,852
Q1452301,Q1854649,parent - child,852
Q7965048,Q1854659,parent - child,6116
Q1860624,Q1858181,parent - child,5982
Q46340,Q1858359,parent - child,280
Q123665,Q1858359,parent - child,280
Q5415112,Q1858359,grandparent - child,280
Q312539,Q1858359,grandparent - child,280
Q117096,Q1859989,parent - child,682
Q6706526,Q1859989,parent - child,682
Q2379494,Q1860610,parent - child,5027
Q1933507,Q1867265,parent - child,2529
Q470843,Q1870151,parent - child,3767
Q1079532,Q1870393,parent - child,4962
Q603075,Q1871533,parent - child,942
Q3052995,Q1871533,grandparent - child,942
Q703780,Q1871533,grandparent - child,942
Q2939617,Q1871533,parent - child,942
Q3002920,Q1871533,grandparent - child,942
Q3736333,Q1871533,grandparent - child,942
Q958262,Q1872999,parent - child,2267
Q5539020,Q1873466,parent - child,2199
Q129368,Q1873781,parent - child,5289
Q1561549,Q1875111,parent - child,1539
Q867916,Q1979234,parent - child,5663
Q2698385,Q1980056,parent - child,3364
Q2285613,Q1980056,grandparent - child,3364
Q13565043,Q1981289,parent - child,3462
Q1364408,Q1982096,parent - child,4983
Q354002,Q1982138,parent - child,4608
Q2072874,Q1983252,parent - child,2787
Q2182609,Q1983252,grandparent - child,2787
Q2042504,Q1983960,parent - child,5692
Q2319146,Q1984031,parent - child,1406
Q213001,Q1984031,parent - child,1406
Q6236894,Q1984899,parent - child,1443
Q1542927,Q1984941,parent - child,2119
Q5742466,Q1985090,parent - child,2387
Q25410084,Q1985090,parent - child,2387
Q522437,Q1985090,parent - child,2387
Q209641,Q1985398,parent - child,790
Q77556,Q1986006,parent - child,1191
Q76147054,Q1986486,parent - child,3782
Q4925511,Q1986496,parent - child,3056
Q164373,Q1986496,parent - child,3056
Q13025801,Q1986496,grandparent - child,3056
Q1626457,Q1987227,parent - child,5972
Q207658,Q1989584,parent - child,2834
